duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,acreage_value,price_value,noBathroom,price_per_area
Sunshine Palace,,,2.0,,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,80.0,3.27,,40.875
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,76.0,3.25,,42.76315789473684
Nhà ở xã hội Rice City Tây Nam Linh Đàm,,,2.0,,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,68.0,2.2,,32.35294117647059
VP5 Linh Đàm,,,2.0,,Đường Nguyễn Duy Trinh,Phường Hoàng Liệt,Quận Hoàng Mai,62.0,2.38,,38.38709677419355
HH3 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,63.0,1.52,,24.126984126984127
HH1 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,57.0,1.45,,25.43859649122807
HH4 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,63.0,1.55,,24.603174603174605
Eco Lake View,,,2.0,,Đường Đại Từ,Phường Đại Kim,Quận Hoàng Mai,67.0,2.66,,39.701492537313435
Gelexia Riverside,,,2.0,,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,68.0,2.55,,37.5
Rose Town 79 Ngọc Hồi,,,2.0,,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,71.0,2.63,,37.04225352112676
Đường Giải Phóng,,,2.0,,Đường Giải Phóng,Phường Giáp Bát,Quận Hoàng Mai,63.0,3.0,,47.61904761904762
Eco Lake View,,,2.0,,Đường Đại Từ,Phường Đại Kim,Quận Hoàng Mai,71.0,2.65,,37.32394366197183
Sky Central,,,2.0,,Đường Định Công,Phường Định Công,Quận Hoàng Mai,64.0,2.7,,42.1875
HH4 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,56.0,1.49,,26.607142857142858
Feliz Homes,,,2.0,,,Phường Hoàng Văn Thụ,Quận Hoàng Mai,73.0,3.07,,42.054794520547944
Tây Nam Hồ Linh Đàm,,,2.0,,Đường Bằng Liệt,Phường Hoàng Liệt,Quận Hoàng Mai,64.0,2.17,,33.90625
Khu đô thị mới Pháp Vân - Tứ Hiệp,,,2.0,,Đường Trần Thủ Độ,Phường Hoàng Liệt,Quận Hoàng Mai,64.0,1.7,,26.5625
Khu đô thị mới Linh Đàm,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Hoàng Liệt,Quận Hoàng Mai,62.0,1.95,,31.451612903225808
Sky Central,,,2.0,,Đường Định Công,Phường Định Công,Quận Hoàng Mai,67.0,3.1,,46.26865671641791
HH1 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,56.0,1.32,,23.571428571428573
HH1 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,56.0,1.32,,23.571428571428573
VP5 Linh Đàm,,,2.0,,Đường Nguyễn Duy Trinh,Phường Hoàng Liệt,Quận Hoàng Mai,72.0,2.28,,31.666666666666668
Sunshine Palace,,,2.0,,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,80.0,3.0,,37.5
Đồng Phát Park View Tower,,,2.0,,Đường Tân Mai,Phường Vĩnh Hưng,Quận Hoàng Mai,67.0,2.15,,32.08955223880597
Nhà ở xã hội @Home,,,2.0,,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,67.0,2.4,,35.82089552238806
VP3 Linh Đàm,,,2.0,,Đường Nguyễn Duy Trinh,Phường Hoàng Liệt,Quận Hoàng Mai,70.0,2.5,,35.714285714285715
Sky Central,,,2.0,,Đường Định Công,Phường Định Công,Quận Hoàng Mai,66.0,3.1,,46.96969696969697
Phương Đông Green Park,,,2.0,,Đường Trần Thủ Độ,Phường Hoàng Liệt,Quận Hoàng Mai,55.0,2.4,,43.63636363636363
Phương Đông Green Park,,,2.0,,Đường Trần Thủ Độ,Phường Hoàng Liệt,Quận Hoàng Mai,82.0,3.3,,40.24390243902439
Rose Town 79 Ngọc Hồi,,,2.0,,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,71.0,2.65,,37.32394366197183
Mandarin Garden 2,,,2.0,,Đường Trương Định,Phường Tân Mai,Quận Hoàng Mai,64.0,3.1,,48.4375
Khu đô thị mới Linh Đàm,,,2.0,,Đường Đại Từ,Phường Đại Kim,Quận Hoàng Mai,65.0,1.85,,28.46153846153846
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,65.0,2.79,,42.92307692307692
Khu đô thị Đại Kim - Định Công,,,2.0,,Đường Nguyễn Cảnh Dị,Phường Định Công,Quận Hoàng Mai,65.0,2.08,,32.0
Khu đô thị mới Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,65.0,1.55,,23.846153846153847
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,56.0,1.5,,26.785714285714285
HH4 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,66.0,1.55,,23.484848484848484
Nhà ở xã hội @Home,,,2.0,,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,55.0,1.75,,31.818181818181817
Khu đô thị mới Linh Đàm,,,2.0,,Đường Linh Đàm,,Quận Hoàng Mai,58.0,1.63,,28.103448275862068
Hồng Hà Tower,,,2.0,,Đường Thịnh Liệt,Phường Thịnh Liệt,Quận Hoàng Mai,56.0,2.02,,36.07142857142857
Nhà ở xã hội Đồng Mô Đại Kim,,,2.0,,Đường Trần Hòa,Phường Đại Kim,Quận Hoàng Mai,60.0,1.82,,30.333333333333332
Tây Nam Hồ Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,64.0,2.23,,34.84375
HH4 Linh Đàm,,,2.0,,Đường Linh Đàm,,Quận Hoàng Mai,57.0,1.63,,28.596491228070175
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,65.0,1.7,,26.153846153846153
Rose Town 79 Ngọc Hồi,,,2.0,,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,79.0,2.4,,30.379746835443036
Hồng Hà Tower,,,2.0,,Đường Thịnh Liệt,Phường Thịnh Liệt,Quận Hoàng Mai,56.0,2.02,,36.07142857142857
Đường Bùi Xương Trạch,,,2.0,,Đường Bùi Xương Trạch,Phường Định Công,Quận Hoàng Mai,63.0,2.5,,39.682539682539684
HH2 Linh Đàm,,,2.0,,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,60.0,1.5,,25.0
Feliz Homes,,,2.0,,,Phường Hoàng Văn Thụ,Quận Hoàng Mai,76.0,2.8,,36.8421052631579
Khu đô thị mới Linh Đàm,,,2.0,,Đường Đặng Xuân Bảng,Phường Đại Kim,Quận Hoàng Mai,71.0,2.2,,30.985915492957748
Sunshine Palace,,,2.0,,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,85.0,3.25,,38.23529411764706
Hồng Hà Tower,,,2.0,,Đường Thịnh Liệt,Phường Thịnh Liệt,Quận Hoàng Mai,66.0,2.25,,34.09090909090909
Sunshine Palace,,,2.0,,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,80.0,3.26,,40.75
HH4 Linh Đàm,,,2.0,,Đường Linh Đàm,,Quận Hoàng Mai,57.0,1.63,,28.596491228070175
VP5 Linh Đàm,,,2.0,,Đường Linh Đàm,,Quận Hoàng Mai,62.0,2.35,,37.903225806451616
Gelexia Riverside,,,2.0,,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,65.0,2.25,,34.61538461538461
Phường Hoàng Liệt,,,2.0,,,,Quận Hoàng Mai,67.0,1.33,,19.850746268656717
Phường Hoàng Liệt,,,2.0,,,,Quận Hoàng Mai,56.0,1.4,,25.0
Rose Town 79 Ngọc Hồi,,,2.0,,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,78.0,2.4,,30.76923076923077
Phường Trần Phú,,,2.0,,,,Quận Hoàng Mai,64.0,2.75,,42.96875
HUD3 Nguyễn Đức Cảnh,,,2.0,,Đường Nguyễn Đức Cảnh,Phường Tương Mai,Quận Hoàng Mai,75.0,2.9,,38.666666666666664
Đường Giải Phóng,,,2.0,,Đường Giải Phóng,Phường Giáp Bát,Quận Hoàng Mai,62.0,2.7,,43.54838709677419
VP5 Linh Đàm,,,2.0,,Đường Nguyễn Duy Trinh,Phường Hoàng Liệt,Quận Hoàng Mai,70.0,1.56,,22.285714285714285
HH1 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,48.0,1.13,,23.541666666666668
HH3 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,60.0,1.59,,26.5
C14 Bộ Quốc Phòng,,,2.0,,,,Quận Hoàng Mai,60.0,1.82,,30.333333333333332
HH4 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,66.0,1.48,,22.424242424242426
HH3 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,48.0,1.2,,25.0
Gelexia Riverside,,,2.0,,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,74.0,2.68,,36.21621621621622
Phường Định Công,,,2.0,,,,Quận Hoàng Mai,80.0,3.1,,38.75
Rose Town 79 Ngọc Hồi,,,2.0,,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,66.0,3.17,,48.03030303030303
Rose Town 79 Ngọc Hồi,,,2.0,,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,79.0,3.0,,37.9746835443038
Rose Town 79 Ngọc Hồi,,,2.0,,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,71.0,2.4,,33.80281690140845
Nam Đô Complex,,,2.0,,Đường Trương Định,Phường Thịnh Liệt,Quận Hoàng Mai,89.0,3.13,,35.168539325842694
Feliz Homes,,,2.0,,Đường Đền Lừ,Phường Hoàng Văn Thụ,Quận Hoàng Mai,77.0,3.75,,48.701298701298704
HH1 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,46.0,1.12,,24.347826086956523
HH1 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,66.0,1.56,,23.636363636363637
Khu đô thị mới Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,72.0,1.62,,22.5
Gelexia Riverside,,,2.0,,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,70.0,2.45,,35.0
Đường Giáp Nhị,,,2.0,,Đường Giáp Nhị,Phường Thịnh Liệt,Quận Hoàng Mai,85.0,2.45,,28.823529411764707
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,54.0,1.32,,24.444444444444443
Nhà ở xã hội @Home,,,2.0,,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,55.0,1.78,,32.36363636363637
Thanh Bình Garden,,,2.0,,Đường Nguyễn Cảnh Dị,Phường Định Công,Quận Hoàng Mai,51.0,2.56,,50.19607843137255
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,55.0,1.57,,28.545454545454547
Khu đô thị mới Linh Đàm,,,2.0,,Đường Linh Đàm,Phường Đại Kim,Quận Hoàng Mai,65.0,1.85,,28.46153846153846
Rose Town 79 Ngọc Hồi,,,2.0,,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,71.0,2.9,,40.84507042253521
HH3 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,56.0,1.52,,27.142857142857142
VP5 Linh Đàm,,,2.0,,Đường Linh Đàm,,Quận Hoàng Mai,61.0,2.08,,34.09836065573771
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,74.0,1.63,,22.027027027027028
Khu đô thị mới Linh Đàm,,,2.0,,Đường Linh Đàm,Phường Đại Kim,Quận Hoàng Mai,56.0,1.34,,23.928571428571427
HH4 Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,45.0,1.17,,26.0
Khu đô thị mới Linh Đàm,,,2.0,,Đường Linh Đường,Phường Hoàng Liệt,Quận Hoàng Mai,56.0,1.41,,25.178571428571427
Hateco Hoàng Mai,,,2.0,,Đường Hoàng Mai,Phường Yên Sở,Quận Hoàng Mai,80.0,2.4,,30.0
HH2 Linh Đàm,,,2.0,,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,72.0,1.61,,22.36111111111111
VP5 Linh Đàm,,,2.0,,Đường Nguyễn Duy Trinh,Phường Hoàng Liệt,Quận Hoàng Mai,73.0,2.45,,33.56164383561644
Sunshine Palace,,,2.0,,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,85.0,3.3,,38.8235294117647
Eco Lake View,,,2.0,,Đường Đại Từ,Phường Đại Kim,Quận Hoàng Mai,77.0,2.86,,37.142857142857146
Sky Central,,,2.0,,Đường Định Công,Phường Định Công,Quận Hoàng Mai,73.0,2.9,,39.726027397260275
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,60.0,1.4,,23.333333333333332
Sunshine Palace,,,2.0,,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,80.0,3.3,,41.25
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,65.0,2.45,,37.69230769230769
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,66.0,2.0,,30.303030303030305
HUD3 Nguyễn Đức Cảnh,,,2.0,,Đường Nguyễn Đức Cảnh,Phường Tương Mai,Quận Hoàng Mai,76.0,3.1,,40.78947368421053
Sunshine Palace,,,2.0,,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,80.0,3.2,,40.0
K35 Tân Mai,,,2.0,,Đường Tân Mai,Phường Tương Mai,Quận Hoàng Mai,84.0,3.6,,42.857142857142854
Sunshine Palace,,,2.0,,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,80.0,3.4,,42.5
Sunshine Palace,,,2.0,,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,80.0,3.3,,41.25
Helios Tower,,,2.0,,Đường Tam Trinh,Phường Mai Động,Quận Hoàng Mai,68.0,2.7,,39.705882352941174
Phường Thịnh Liệt,,,2.0,,,,Quận Hoàng Mai,60.0,1.97,,32.833333333333336
Đồng Phát Park View Tower,,,2.0,,Đường Tân Mai,Phường Vĩnh Hưng,Quận Hoàng Mai,76.0,2.68,,35.26315789473684
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,76.0,2.75,,36.18421052631579
Helios Tower,,,2.0,,Đường Tam Trinh,Phường Mai Động,Quận Hoàng Mai,68.0,3.3,,48.529411764705884
Đồng Phát Park View Tower,,,2.0,,Đường Tân Mai,Phường Vĩnh Hưng,Quận Hoàng Mai,76.0,2.68,,35.26315789473684
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,54.0,1.5,,27.77777777777778
Khu đô thị Kim Văn Kim Lũ,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,56.0,1.68,,30.0
282 Lĩnh Nam,,,2.0,,Đường Lĩnh Nam,Phường Lĩnh Nam,Quận Hoàng Mai,75.0,2.35,,31.333333333333332
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,56.0,2.96,,52.857142857142854
,,Giấy chứng nhận quyền sở hữu đất,2.0,30.0,Đường Trương Định,Phường Giáp Bát,Quận Hoàng Mai,76.0,4.7,,61.8421052631579
,Tây Bắc,Giấy tờ hợp lệ,2.0,,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,71.0,2.72,,38.309859154929576
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,5.0,Đường Trần Điền,Phường Định Công,Quận Hoàng Mai,71.0,3.85,,54.225352112676056
,,Giấy chứng nhận quyền sở hữu đất,2.0,34.0,Đường Đại Kim,Phường Đại Kim,Quận Hoàng Mai,54.0,2.95,,54.629629629629626
,,Giấy tờ hợp lệ,2.0,1.0,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,55.0,2.33,,42.36363636363637
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Tam Trinh,Phường Mai Động,Quận Hoàng Mai,71.0,4.55,,64.08450704225352
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường số 2 Gamuda Garden,Phường Trần Phú,Quận Hoàng Mai,71.0,3.8,,53.521126760563384
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Hưng Thịnh,Phường Yên Sở,Quận Hoàng Mai,65.0,2.95,,45.38461538461539
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,74.0,3.0,,40.54054054054054
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,65.0,3.1,,47.69230769230769
,,,2.0,1.0,,Phường Yên Sở,Quận Hoàng Mai,65.0,3.3,,50.76923076923077
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Tam Trinh,Phường Trần Phú,Quận Hoàng Mai,60.0,4.25,,70.83333333333333
,,Giấy chứng nhận quyền sở hữu đất,2.0,25.0,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,74.0,4.4,,59.45945945945946
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Nguyễn Cảnh Dị,Phường Định Công,Quận Hoàng Mai,62.0,3.28,,52.903225806451616
,,Giấy chứng nhận quyền sở hữu đất,2.0,6.0,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,57.0,2.6,,45.6140350877193
,,Giấy chứng nhận quyền sở hữu đất,2.0,10.0,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,80.0,5.4,,67.5
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Định Công,Phường Định Công,Quận Hoàng Mai,71.0,4.5,,63.38028169014085
,,Giấy chứng nhận quyền sở hữu đất,2.0,7.0,Đường Bùi Xương Trạch,Phường Định Công,Quận Hoàng Mai,67.0,2.6,,38.80597014925373
,,Giấy chứng nhận quyền sở hữu đất,2.0,12.0,Phố Đại Từ,Phường Đại Kim,Quận Hoàng Mai,75.0,2.7,,36.0
,,,2.0,1.0,Đường Đền Lừ 2,Phường Hoàng Văn Thụ,Quận Hoàng Mai,55.0,3.15,,57.27272727272727
,,,2.0,,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,94.0,3.7,,39.361702127659576
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,68.0,4.87,,71.61764705882354
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,80.0,4.6,,57.5
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường  Hồ Đền Lừ,Phường Hoàng Văn Thụ,Quận Hoàng Mai,70.0,3.68,,52.57142857142857
,,,2.0,,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,55.0,2.25,,40.90909090909091
,,,2.0,12.0,Đường Định Công,Phường Định Công,Quận Hoàng Mai,66.0,4.25,,64.39393939393939
,,,2.0,9.0,Đường Định Công,Phường Định Công,Quận Hoàng Mai,73.0,3.65,,50.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,12.0,Đường Nguyễn Đức Cảnh,Phường Tân Mai,Quận Hoàng Mai,67.0,3.95,,58.95522388059702
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Trần Đại Nghĩa,Phường Tương Mai,Quận Hoàng Mai,35.0,1.56,,44.57142857142857
,,Giấy chứng nhận quyền sở hữu đất,2.0,23.0,Đường Vĩnh Hưng,Phường Vĩnh Hưng,Quận Hoàng Mai,100.0,4.35,,43.5
,,Giấy chứng nhận quyền sở hữu đất,2.0,21.0,Phố Bùi Quốc Khái,Phường Hoàng Liệt,Quận Hoàng Mai,60.0,2.96,,49.333333333333336
,,Giấy tờ hợp lệ,2.0,12.0,Đường Nguyễn Cảnh Dị,Phường Đại Kim,Quận Hoàng Mai,60.0,2.85,,47.5
,,Giấy chứng nhận quyền sở hữu đất,2.0,9.0,Đường Giải Phóng,Phường Giáp Bát,Quận Hoàng Mai,62.0,3.95,,63.70967741935484
,,Giấy tờ hợp lệ,2.0,28.0,Phố Giáp Nhị,Phường Thịnh Liệt,Quận Hoàng Mai,86.0,3.3,,38.372093023255815
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,83.0,4.85,,58.433734939759034
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,64.0,2.85,,44.53125
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Đặng Xuân Bảng,Phường Đại Kim,Quận Hoàng Mai,50.0,2.2,,44.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,50.0,3.5,,70.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Phạm Tu,Phường Đại Kim,Quận Hoàng Mai,68.0,4.75,,69.8529411764706
,,Giấy tờ hợp lệ,2.0,1.0,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,79.0,4.7,,59.49367088607595
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,80.0,4.5,,56.25
,,,2.0,2.0,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,50.0,1.9,,38.0
,,,2.0,2.0,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,50.0,1.9,,38.0
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Trịnh Đình Cửu,Phường Định Công,Quận Hoàng Mai,69.0,3.2,,46.3768115942029
,,,2.0,,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,68.0,2.95,,43.38235294117647
,,,2.0,1.0,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,50.0,1.9,,38.0
,,,2.0,1.0,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,66.0,2.55,,38.63636363636363
,,,2.0,,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,46.0,1.93,,41.95652173913044
,,,2.0,,Đường Nguyễn Cảnh Dị,Phường Định Công,Quận Hoàng Mai,66.0,3.39,,51.36363636363637
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường  Hồ Đền Lừ,Phường Hoàng Liệt,Quận Hoàng Mai,65.0,3.6,,55.38461538461539
,,,2.0,4.0,Đường Định Công,Phường Định Công,Quận Hoàng Mai,65.0,3.0,,46.15384615384615
,,,2.0,8.0,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,80.0,4.62,,57.75
,,,2.0,6.0,Đường số 2 Gamuda Garden,Phường Trần Phú,Quận Hoàng Mai,80.0,4.3,,53.75
,,,2.0,17.0,Đường Nguyễn Đức Cảnh,Phường Tương Mai,Quận Hoàng Mai,70.0,4.95,,70.71428571428571
,,,2.0,30.0,Phố Đại Từ,Phường Đại Kim,Quận Hoàng Mai,80.0,4.75,,59.375
,,,2.0,31.0,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,71.0,3.83,,53.943661971830984
,,,2.0,17.0,Đường Nguyễn Đức Cảnh,Phường Tương Mai,Quận Hoàng Mai,86.0,4.6,,53.48837209302326
,,,2.0,25.0,Phố Hưng Thịnh,Phường Yên Sở,Quận Hoàng Mai,80.0,3.79,,47.375
,,,2.0,11.0,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,67.0,4.3,,64.17910447761194
,,,2.0,15.0,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,68.0,4.0,,58.8235294117647
,,,2.0,16.0,Đường Nguyễn Đức Cảnh,Phường Hoàng Văn Thụ,Quận Hoàng Mai,88.0,4.3,,48.86363636363637
,,,2.0,35.0,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,76.0,3.7,,48.68421052631579
,,,2.0,21.0,Đường Hoàng Mai,Phường Mai Động,Quận Hoàng Mai,77.0,4.65,,60.38961038961039
,,,2.0,35.0,Phố Đại Từ,Phường Đại Kim,Quận Hoàng Mai,75.0,3.65,,48.666666666666664
,,,2.0,8.0,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,66.0,3.69,,55.90909090909091
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Tân Mai,Phường Tương Mai,Quận Hoàng Mai,67.0,4.8,,71.64179104477611
,,Giấy tờ hợp lệ,2.0,1.0,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,92.0,3.2,,34.78260869565217
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường số 2 Gamuda Garden,Phường Trần Phú,Quận Hoàng Mai,72.0,4.25,,59.02777777777778
