duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,acreage_value,price_value,noBathroom
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Nghiêm Xuân Yêm,Phường Đại Kim,Quận Hoàng Mai,66.0,2.85,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Vĩnh Hồ,,Quận Đống Đa,55.0,2.55,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Tôn Đức Thắng,Phường Văn Chương,Quận Đống Đa,36.0,3.3,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Hoàng Văn Thái,Phường Khương Mai,Quận Thanh Xuân,80.0,4.55,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phố Phương Mai,Phường Phương Mai,Quận Đống Đa,90.0,3.48,
,,,2.0,2.0,Đường Đào Tấn,Phường Kim Mã,Quận Ba Đình,65.0,2.99,
,,,3.0,,Phố Chùa Bộc,Phường Láng Hạ,Quận Đống Đa,100.0,4.25,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Phạm Ngọc Thạch,Phường Phương Mai,Quận Đống Đa,54.0,3.6,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Phạm Ngọc Thạch,Phường Phương Mai,Quận Đống Đa,70.0,3.0,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Nguyên Hồng,Phường Láng Hạ,Quận Đống Đa,80.0,5.0,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phố Đặng Văn Ngữ,Phường Nam Đồng,Quận Đống Đa,80.0,3.75,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phố Chùa Bộc,Phường Ngã Tư Sở,Quận Đống Đa,58.0,3.55,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Khu tập thể Thành Công,Phường Thành Công,Quận Ba Đình,68.0,2.98,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Lương Định Của,Phường Phương Mai,Quận Đống Đa,90.0,3.5,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Quỳnh Mai,Phường Quỳnh Mai,Quận Hai Bà Trưng,60.0,3.2,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình,65.0,3.8,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Nguyễn Hiền,Phường Bách Khoa,Quận Hai Bà Trưng,85.0,3.15,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Thái Thịnh,Phường Trung Liệt,Quận Đống Đa,98.0,6.1,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Tôn Thất Tùng,Phường Trung Liệt,Quận Đống Đa,76.0,2.9,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phố Phạm Ngọc Thạch,Phường Láng Hạ,Quận Đống Đa,66.0,4.7,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Phương Mai,Phường Phương Mai,Quận Đống Đa,60.0,2.69,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phố Đặng Văn Ngữ,Phường Láng Hạ,Quận Đống Đa,95.0,3.7,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình,60.0,2.57,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Thái Thịnh,Phường Thịnh Quang,Quận Đống Đa,76.0,4.39,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình,55.0,3.2,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Thái Thịnh,Phường Thịnh Quang,Quận Đống Đa,60.0,2.46,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Tôn Đức Thắng,Phường Khâm Thiên,Quận Đống Đa,50.0,2.35,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Khu tập thể Thành Công,Phường Thành Công,Quận Ba Đình,34.0,3.0,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phố Phương Mai,Phường Phương Mai,Quận Đống Đa,100.0,4.2,
,,Giấy chứng nhận quyền sở hữu đất,2.0,2.0,Đường Khu tập thể Thành Công,Phường Thành Công,Quận Ba Đình,80.0,1.85,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Ngọc Hà,Phường Đội Cấn,Quận Ba Đình,45.0,3.85,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Thái Thịnh,Phường Ô Chợ Dừa,Quận Đống Đa,50.0,2.48,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phố Đặng Văn Ngữ,Phường Ngã Tư Sở,Quận Đống Đa,70.0,3.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phố Trần Đại Nghĩa,Phường Bách Khoa,Quận Hai Bà Trưng,75.0,3.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phố Thái Thịnh,Phường Ngã Tư Sở,Quận Đống Đa,150.0,4.1,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Thái Thịnh,Phường Ngã Tư Sở,Quận Đống Đa,45.0,2.55,
,,Giấy chứng nhận quyền sở hữu đất,4.0,,Phố Ngọc Khánh,Phường Ngọc Khánh,Quận Ba Đình,120.0,4.1,
,,,2.0,,Đường Nguyễn Chí Thanh,Phường Giảng Võ,Quận Ba Đình,90.0,5.0,
,,Giấy chứng nhận quyền sở hữu đất,3.0,2.0,Phố Hoàng Ngọc Phách,Phường Láng Hạ,Quận Đống Đa,130.0,4.3,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phố Kim Ngưu,Phường Thanh Nhàn,Quận Hai Bà Trưng,65.0,3.7,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Nguyên Hồng,Phường Láng Hạ,Quận Đống Đa,75.0,5.2,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,3.0,18.0,Đường Trần Phú,Phường Văn Quán,Quận Hà Đông,130.0,5.5,
,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,3.0,30.0,Đường Nguyễn Trãi,Phường Mộ Lao,Quận Hà Đông,130.0,3.0,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,3.0,36.0,Đường Tô Hiệu,Phường Hà Cầu,Quận Hà Đông,83.0,4.9,
,Bắc,Giấy chứng nhận quyền sở hữu đất,3.0,28.0,Đường Tân Xuân,Phường Đông Ngạc,Quận Bắc Từ Liêm,110.0,5.0,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Tố Hữu,Phường Đại Mỗ,Quận Nam Từ Liêm,70.0,5.1,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,70.0,4.99,
,,Giấy chứng nhận quyền sở hữu đất,3.0,17.0,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,129.0,6.9,
,,Giấy chứng nhận quyền sở hữu đất,3.0,20.0,Đường Quang Trung,Phường La Khê,Quận Hà Đông,100.0,5.45,
,,Giấy chứng nhận quyền sở hữu đất,3.0,13.0,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,82.0,4.8,
,,Giấy chứng nhận quyền sở hữu đất,3.0,18.0,Đường Quang Trung,Phường Quang Trung,Quận Hà Đông,112.0,4.8,
,,,2.0,,Đường Láng Hòa Lạc,Xã Vân Canh,Huyện Hoài Đức,71.0,2.8,
,,,2.0,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,76.0,4.15,
,,,2.0,,Đường Láng Hòa Lạc,Xã Vân Canh,Huyện Hoài Đức,71.0,2.8,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,93.0,7.9,
,,Giấy chứng nhận quyền sở hữu đất,2.0,4.0,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân,57.0,4.15,
,,Giấy chứng nhận quyền sở hữu đất,1.0,3.0,Đường Bùi Xương Trạch,Phường Khương Hạ,Quận Thanh Xuân,36.0,1.05,
,,,1.0,4.0,Phố Quan Nhân,Phường Nhân Chính,Quận Thanh Xuân,42.0,1.14,
,,Giấy chứng nhận quyền sở hữu đất,2.0,2.0,Phố Nguyễn Quý Đức,Phường Thanh Xuân Bắc,Quận Thanh Xuân,62.0,2.85,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Phùng Hưng,Phường Phúc La,Quận Hà Đông,80.0,3.7,
,,,1.0,4.0,Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân,36.0,1.08,
,,,1.0,,,Phường Cửa Nam,Quận Hoàn Kiếm,24.0,1.5,
,,Giấy chứng nhận quyền sở hữu đất,2.0,7.0,Phố Khương Hạ,Phường Khương Hạ,Quận Thanh Xuân,68.0,1.89,
,,Giấy chứng nhận quyền sở hữu đất,1.0,3.0,Đường Thượng Đình,Phường Khương Đình,Quận Thanh Xuân,35.0,0.96,
,,,2.0,3.0,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,66.0,4.08,
,,Giấy chứng nhận quyền sở hữu đất,2.0,6.0,Phố Quan Nhân,Phường Nhân Chính,Quận Thanh Xuân,52.0,1.44,
,Tây,,3.0,9.0,Đường Hoàng Liệt,Phường Hoàng Liệt,Quận Hoàng Mai,75.0,4.35,
,Đông,Giấy chứng nhận quyền sở hữu đất,2.0,7.0,Đường Nguyễn Cảnh Dị,Phường Đại Kim,Quận Hoàng Mai,62.0,3.5,
,,Giấy chứng nhận quyền sở hữu đất,2.0,14.0,Đường Mai Chí Thọ,Phường Giang Biên,Quận Long Biên,72.0,3.15,
,,,2.0,20.0,Đường 70,Phường Phương Canh,Quận Nam Từ Liêm,57.0,3.0,
,,Giấy tờ hợp lệ,3.0,14.0,Phố Nguyễn Văn Giáp,Phường Cầu Diễn,Quận Nam Từ Liêm,108.0,7.3,
,,Giấy chứng nhận quyền sở hữu đất,2.0,16.0,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,98.0,7.29,
,,Giấy chứng nhận quyền sở hữu đất,2.0,4.0,Đường Hoàng Minh Giám,Phường Nhân Chính,Quận Thanh Xuân,64.0,3.85,
,,Giấy chứng nhận quyền sở hữu đất,3.0,14.0,Phố Thái Hà,Phường Láng Hạ,Quận Đống Đa,108.0,7.5,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Đền Lừ 2,Phường Hoàng Văn Thụ,Quận Hoàng Mai,55.0,3.15,
,Tây,Giấy chứng nhận quyền sở hữu đất,3.0,15.0,Phố Mai Hắc Đế,Phường Lê Đại Hành,Quận Hai Bà Trưng,85.0,6.65,
,,Giấy chứng nhận quyền sở hữu đất,3.0,7.0,Đường Cổ Nhuế,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,101.0,4.5,
,,,1.0,10.0,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,56.0,3.05,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Nguyễn Trãi,Phường Ngã Tư Sở,Quận Đống Đa,50.0,2.3,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Thanh Xuân Bắc,Phường Thanh Xuân Bắc,Quận Thanh Xuân,125.0,3.3,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Vĩnh Hồ,Phường Ngã Tư Sở,Quận Đống Đa,45.0,2.55,
,Đông,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Khuất Duy Tiến,Phường Thanh Xuân Bắc,Quận Thanh Xuân,78.0,2.9,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Thanh Xuân Bắc,Phường Thanh Xuân Bắc,Quận Thanh Xuân,90.0,3.15,
,,Giấy chứng nhận quyền sở hữu đất,4.0,4.0,Đường Khuất Duy Tiến,Phường Thanh Xuân Bắc,Quận Thanh Xuân,80.0,3.1,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Nguyễn Trãi,Phường Hạ Đình,Quận Thanh Xuân,50.0,2.6,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,56.0,2.25,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Khuất Duy Tiến,Phường Thanh Xuân Bắc,Quận Thanh Xuân,75.0,2.9,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Khuất Duy Tiến,Phường Thanh Xuân Bắc,Quận Thanh Xuân,65.0,2.45,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Khuất Duy Tiến,Phường Thanh Xuân Bắc,Quận Thanh Xuân,76.0,2.3,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,64.0,3.65,
,,Giấy chứng nhận quyền sở hữu đất,2.0,4.0,Đường Trần Phú,Phường Mộ Lao,Quận Hà Đông,30.0,5.0,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Hoàng Đạo Thành,Phường Hạ Đình,Quận Thanh Xuân,25.0,1.99,
,,Giấy chứng nhận quyền sở hữu đất,1.0,,Đường Nguyễn Trãi,Phường Hạ Đình,Quận Thanh Xuân,25.0,2.3,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Nguyễn Trãi,Phường Hạ Đình,Quận Thanh Xuân,90.0,3.75,
,,Giấy chứng nhận quyền sở hữu đất,2.0,5.0,Đường Hoàng Đạo Thành,Phường Kim Giang,Quận Thanh Xuân,55.0,2.3,
,,,3.0,,Đường Khuất Duy Tiến,Phường Thanh Xuân Bắc,Quận Thanh Xuân,30.0,2.7,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Chùa Bộc,Phường Quang Trung,Quận Đống Đa,80.0,4.95,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Trúc Khê,Phường Láng Hạ,Quận Đống Đa,48.0,5.2,
,,Giấy chứng nhận quyền sở hữu đất,1.0,,Đường Văn Hương,Phường Khâm Thiên,Quận Đống Đa,50.0,2.2,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Giải Phóng,Phường Giáp Bát,Quận Hoàng Mai,150.0,6.0,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Nguyễn Lam,Phường Phúc Đồng,Quận Long Biên,82.0,5.4,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Phố Hoàng Công,Phường Kiến Hưng,Quận Hà Đông,70.0,3.35,
,,Giấy chứng nhận quyền sở hữu đất,2.0,,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa,70.0,3.4,
,,,2.0,18.0,Đường Tân Tây Đô,Xã Tân Lập,Huyện Đan Phượng,53.0,2.3,
,,Giấy chứng nhận quyền sở hữu đất,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,56.0,3.05,
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,,Phường Đức Giang,Quận Long Biên,120.0,6.4,
,,Giấy chứng nhận quyền sở hữu đất,2.0,17.0,Phố Nam Cao,Phường Giảng Võ,Quận Ba Đình,84.0,8.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,99.0,6.1,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân,96.0,6.6,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Phố Nguyễn Thanh Bình,Phường La Khê,Quận Hà Đông,90.0,4.65,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Đình Thôn,Phường Mỹ Đình 1,Quận Nam Từ Liêm,97.0,7.8,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,12.0,,Phường Láng Hạ,Quận Đống Đa,149.0,9.0,
,,Giấy chứng nhận quyền sở hữu đất,2.0,7.0,Đường Phúc Lợi,Phường Phúc Lợi,Quận Long Biên,68.0,2.85,
,,,2.0,12.0,Đường Phúc Lợi,Phường Phúc Lợi,Quận Long Biên,49.0,1.95,
,,,2.0,18.0,Đường Thạch Bàn,Phường Thạch Bàn,Quận Long Biên,70.0,3.1,
,,Giấy chứng nhận quyền sở hữu đất,3.0,9.0,Đường Thép Mới,Phường Đức Giang,Quận Long Biên,103.0,3.35,
,,Giấy chứng nhận quyền sở hữu đất,2.0,7.0,Đường Lý Sơn,Phường Thượng Thanh,Quận Long Biên,66.0,3.4,
,,,3.0,20.0,Đường Tô Hiệu,Phường Hà Cầu,Quận Hà Đông,90.0,5.25,
,,,3.0,5.0,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,127.0,4.5,
,,,2.0,6.0,Đường Nam Hy Hoàng Phong,Xã Cự Khê,Huyện Thanh Oai,70.0,2.45,
,,Giấy chứng nhận quyền sở hữu đất,4.0,6.0,Đường Chu Huy Mân,Phường Phúc Đồng,Quận Long Biên,140.0,6.0,
,,,2.0,6.0,Phố Hồng Tiến,Phường Bồ Đề,Quận Long Biên,72.0,4.4,
,,,2.0,9.0,Đường Nguyễn Cao Luyện,Phường Giang Biên,Quận Long Biên,96.0,2.85,
,,,1.0,2.0,Đường Hồ Tùng Mậu,Phường Mai Dịch,Quận Cầu Giấy,45.0,1.52,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Phố Hồng Mai,Phường Quỳnh Mai,Quận Hai Bà Trưng,50.0,2.35,
,,Giấy chứng nhận quyền sở hữu đất,3.0,13.0,Đường Minh Khai,Phường Minh Khai,Quận Hai Bà Trưng,101.0,6.0,
,,Giấy chứng nhận quyền sở hữu đất,2.0,10.0,Đường Trương Định,Phường Trương Định,Quận Hai Bà Trưng,103.0,5.95,
,,Giấy chứng nhận quyền sở hữu đất,2.0,15.0,Đường Minh Khai,Phường Minh Khai,Quận Hai Bà Trưng,83.0,7.95,
,,Giấy chứng nhận quyền sở hữu đất,3.0,7.0,Đường Minh Khai,Phường Minh Khai,Quận Hai Bà Trưng,113.0,6.7,
,,,2.0,18.0,Đường Minh Khai,Phường Minh Khai,Quận Hai Bà Trưng,73.0,6.95,
,,Giấy chứng nhận quyền sở hữu đất,3.0,7.0,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,88.0,6.8,
,,Giấy chứng nhận quyền sở hữu đất,3.0,10.0,Phố Đại Từ,Phường Đại Kim,Quận Hoàng Mai,110.0,5.65,
,,Giấy chứng nhận quyền sở hữu đất,3.0,19.0,Phố Lạc Trung,Phường Vĩnh Tuy,Quận Hai Bà Trưng,150.0,7.9,
,,Giấy chứng nhận quyền sở hữu đất,2.0,26.0,Phố Lò Đúc,Phường Ngô Thì Nhậm,Quận Hai Bà Trưng,115.0,8.7,
,,Giấy chứng nhận quyền sở hữu đất,3.0,11.0,Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy,144.0,8.0,
,,Giấy chứng nhận quyền sở hữu đất,3.0,5.0,Phố Thái Thịnh,Phường Trung Liệt,Quận Đống Đa,60.0,3.0,
,,Giấy chứng nhận quyền sở hữu đất,3.0,25.0,Đường Lê Quang Đạo,Phường Mễ Trì,Quận Nam Từ Liêm,120.0,9.0,
,,Giấy chứng nhận quyền sở hữu đất,3.0,15.0,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm,127.0,9.0,
,,Giấy chứng nhận quyền sở hữu đất,3.0,15.0,Đường Mai Chí Thọ,Phường Giang Biên,Quận Long Biên,68.0,2.7,
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,Đường Nguyễn Lam,Phường Phúc Đồng,Quận Long Biên,108.0,6.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,16.0,Phố Hồng Tiến,Phường Bồ Đề,Quận Long Biên,120.0,6.8,
,,Giấy chứng nhận quyền sở hữu đất,2.0,1.0,Đường Mai Dịch,Phường Mai Dịch,Quận Cầu Giấy,48.0,3.7,
,,,2.0,1.0,Đường  Hồ Đền Lừ,Phường Hoàng Văn Thụ,Quận Hoàng Mai,55.0,2.95,
,,,3.0,1.0,Đường Quỳnh Mai,Phường Quỳnh Mai,Quận Hai Bà Trưng,100.0,2.65,
,,,2.0,1.0,Phố 8/3,Phường Quỳnh Mai,Quận Hai Bà Trưng,65.0,2.5,
,Đông,Giấy chứng nhận quyền sở hữu đất,1.0,8.0,Đường Lê Trọng Tấn,Phường Tây Mỗ,Quận Nam Từ Liêm,30.0,2.2,
,,,2.0,20.0,Đường Láng Hạ,Phường Láng Hạ,Quận Đống Đa,101.0,6.8,
,,,3.0,12.0,Phố Khúc Thừa Dụ,Phường Dịch Vọng,Quận Cầu Giấy,80.0,6.0,
,,Giấy chứng nhận quyền sở hữu đất,2.0,17.0,Đường Nguyễn Thị Định,Phường Trung Hòa,Quận Cầu Giấy,70.0,4.3,
,,,2.0,7.0,Phố Nguyễn Lương Bằng,Phường Quang Trung,Quận Đống Đa,67.0,5.05,
,,Giấy chứng nhận quyền sở hữu đất,2.0,10.0,Đường Nguyễn Văn Huyên,Phường Xuân La,Quận Tây Hồ,98.0,9.8,
,,,,,Đường Đông Thắng,Phường Đông Ngạc,Quận Bắc Từ Liêm,62.0,3.2,
,,,3.0,,,Phường Mai Động,Quận Hoàng Mai,90.0,5.99,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Định Công,Phường Định Công,Quận Hoàng Mai,114.0,5.7,
,,Giấy chứng nhận quyền sở hữu đất,3.0,12.0,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,110.0,7.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,29.0,Đường Hoàng Quốc Việt,Phường Xuân La,Quận Tây Hồ,136.0,7.2,
,,,2.0,3.0,Đường Thượng Thụy,Phường Phú Thượng,Quận Tây Hồ,57.0,2.85,
,,,4.0,3.0,Đường Mỹ Đình,Phường Mỹ Đình 1,Quận Nam Từ Liêm,132.0,8.5,
,Nam,Giấy chứng nhận quyền sở hữu đất,3.0,22.0,,Phường Mai Dịch,Quận Cầu Giấy,92.0,8.2,
,,Giấy chứng nhận quyền sở hữu đất,2.0,20.0,Đường Xuân Diệu,Phường Quảng An,Quận Tây Hồ,82.0,7.5,
,,Giấy chứng nhận quyền sở hữu đất,3.0,30.0,Phố Gia Quất,Phường Thượng Thanh,Quận Long Biên,110.0,6.7,
,,Giấy chứng nhận quyền sở hữu đất,3.0,8.0,Đường Nguyễn Cơ Thạch,Phường Cầu Diễn,Quận Nam Từ Liêm,122.0,5.6,
,,Giấy chứng nhận quyền sở hữu đất,3.0,17.0,Đường Nguyễn Cảnh Hợp,Phường Cầu Diễn,Quận Nam Từ Liêm,129.0,6.9,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,130.0,6.9,
,,Giấy chứng nhận quyền sở hữu đất,3.0,5.0,Đường Nguyễn Trãi,Phường Thanh Xuân Bắc,Quận Thanh Xuân,120.0,3.7,
,,Giấy chứng nhận quyền sở hữu đất,4.0,3.0,Đường Vĩnh Tuy,Phường Vĩnh Tuy,Quận Hai Bà Trưng,120.0,3.7,
,,Giấy chứng nhận quyền sở hữu đất,3.0,9.0,Đường Trần Thủ Độ,Phường Hoàng Liệt,Quận Hoàng Mai,78.0,3.8,
,,,2.0,10.0,Đường Hoàng Công Chất,Phường Phú Diễn,Quận Bắc Từ Liêm,77.0,4.25,
,,Giấy chứng nhận quyền sở hữu đất,3.0,1.0,Đường Khương Đình,Phường Khương Đình,Quận Thanh Xuân,20.0,2.65,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Nguyễn Cơ Thạch,Phường Cầu Diễn,Quận Nam Từ Liêm,122.0,5.6,
,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,151.0,8.05,
,,Giấy tờ hợp lệ,1.0,7.0,Phố Khương Hạ,Phường Khương Đình,Quận Thanh Xuân,43.0,1.43,
,,Giấy chứng nhận quyền sở hữu đất,2.0,8.0,,Phường Láng Hạ,Quận Đống Đa,122.0,8.9,
,,Giấy chứng nhận quyền sở hữu đất,3.0,5.0,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,137.0,6.95,
,,Giấy chứng nhận quyền sở hữu đất,2.0,20.0,Phố Lê Trọng Tấn,Phường Khương Mai,Quận Thanh Xuân,86.0,7.5,
