duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,City,acreage_value,acreage_unit,price_value,price_unit,noBathroom
,,Giấy chứng nhận quyền sở hữu đất,2,10,Đường Lê Hữu Trác,Phường Dương Nội,Quận Hà Đông,Hà Nội,54.0,m2,3.33,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,22,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,116.0,m2,6.0,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,15,Đường Ngô Thì Nhậm,Phường Dương Nội,Quận Hà Đông,Hà Nội,74.0,m2,4.63,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,4,2,Đường Vũ Trọng Khánh,Phường Mộ Lao,Quận Hà Đông,Hà Nội,230.0,m2,13.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,13,Đường Quang Trung,Phường Quang Trung,Quận Hà Đông,Hà Nội,92.0,m2,4.45,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,9,Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,61.0,m2,3.6,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,1,7,Đường Thiên Hiền,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,38.0,m2,950.0,triệu,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Phạm Văn Đồng,Phường Đông Ngạc,Quận Bắc Từ Liêm,Hà Nội,100.0,m2,6.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Xuân Diệu,Phường Quảng An,Quận Tây Hồ,Hà Nội,136.0,m2,15.0,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,5,1,Đường Hoàng Minh Thảo,Phường Xuân Tảo,Quận Bắc Từ Liêm,Hà Nội,250.0,m2,16.1,tỷ,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2,5,Đường Đình Thôn,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,68.0,m2,3.9,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,4,16,Đường Đình Thôn,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,149.0,m2,10.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,30,Đường Đình Thôn,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,81.0,m2,6.1,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,5,1,Đường Nguyễn Văn Huyên,Phường Xuân La,Quận Tây Hồ,Hà Nội,250.0,m2,16.2,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,40,12,Đường Quang Trung,Phường Quang Trung,Quận Hà Đông,Hà Nội,100.0,m2,3.55,tỷ,
,,Giấy tờ hợp lệ,2,16,Đường Trần Phú,Phường Mộ Lao,Quận Hà Đông,Hà Nội,90.0,m2,3.4,tỷ,
,,,2,1,Đường Thanh Nhàn,Phường Quỳnh Lôi,Quận Hai Bà Trưng,Hà Nội,50.0,m2,3.5,tỷ,
,,,2,1,Phố Hồng Mai,Phường Bạch Mai,Quận Hai Bà Trưng,Hà Nội,60.0,m2,4.0,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,5,1,Đường Xuân Tảo,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,Hà Nội,250.0,m2,15.7,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,10,Đường Quang Trung,Phường Quang Trung,Quận Hà Đông,Hà Nội,115.0,m2,4.45,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,5,Đường Phạm Văn Đồng,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,Hà Nội,105.0,m2,4.6,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,2,,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,100.0,m2,4.1,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,25,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,Hà Nội,75.0,m2,4.65,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,15,Đường Mễ Trì Hạ,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,115.0,m2,5.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,15,Đường Đông Thắng,Phường Đông Ngạc,Quận Bắc Từ Liêm,Hà Nội,65.0,m2,3.18,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,7,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,80.0,m2,4.15,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,10,Phố Nam Cao,Phường Giảng Võ,Quận Ba Đình,Hà Nội,75.0,m2,7.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,5,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,88.0,m2,5.2,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,4,20,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,Hà Nội,150.0,m2,7.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,10,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,136.0,m2,6.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,20,Phố Thái Thịnh,Phường Trung Liệt,Quận Đống Đa,Hà Nội,120.0,m2,6.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,10,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy,Hà Nội,125.0,m2,7.2,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,10,Đường Đặng Thai Mai,Phường Quảng An,Quận Tây Hồ,Hà Nội,130.0,m2,12.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,21,Đường Khuất Duy Tiến,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,90.0,m2,6.2,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,7,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,125.0,m2,4.99,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,15,Phố Trần Quý Kiên,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,65.0,m2,4.0,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,19,Đường Phú Thượng,Phường Nhật Tân,Quận Tây Hồ,Hà Nội,80.0,m2,5.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,30,Đường Hoàng Quốc Việt,Phường Yên Phụ,Quận Tây Hồ,Hà Nội,140.0,m2,7.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,4,20,Đường Khuất Duy Tiến,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,210.0,m2,9.9,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,11,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,69.0,m2,4.25,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,4,18,Đường Vũ Phạm Hàm,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,240.0,m2,26.0,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,7,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,70.0,m2,3.95,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,16,Phố Tây Sơn,Phường Quang Trung,Quận Đống Đa,Hà Nội,135.0,m2,9.25,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,30,Đường Ngọc Hồi,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,73.0,m2,3.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,4,29,Đường Nguyễn Xiển,Xã Tân Triều,Huyện Thanh Trì,Hà Nội,160.0,m2,9.3,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,15,Phố Nguyễn Công Trứ,Phường Phố Huế,Quận Hai Bà Trưng,Hà Nội,56.0,m2,4.35,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,10,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,77.0,m2,4.35,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,5,Đường Sài Đồng,Phường Phúc Đồng,Quận Long Biên,Hà Nội,88.0,m2,3.4,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,10,Đường Đền Lừ 2,Phường Hoàng Văn Thụ,Quận Hoàng Mai,Hà Nội,58.0,m2,3.15,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,15,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,93.0,m2,6.15,tỷ,
,,,3,6,Phố Núi Trúc,Phường Kim Mã,Quận Ba Đình,Hà Nội,85.0,m2,3.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,20,Phố Lê Trọng Tấn,Phường Khương Mai,Quận Thanh Xuân,Hà Nội,88.0,m2,7.4,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,20,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,Hà Nội,110.0,m2,7.7,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,15,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,132.0,m2,6.6,tỷ,
,,,3,21,Đường Yên Phụ,Phường Trúc Bạch,Quận Ba Đình,Hà Nội,457.0,m2,106.0,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,2,Phố Vĩnh Phúc,Phường Vĩnh Phúc,Quận Ba Đình,Hà Nội,85.0,m2,4.9,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,10,Phố Nguyễn Ngọc Vũ,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,80.0,m2,4.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,5,Đường Lạc Long Quân,Phường Bưởi,Quận Tây Hồ,Hà Nội,130.0,m2,7.1,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,6,Đường Tam Trinh,Phường Mai Động,Quận Hoàng Mai,Hà Nội,75.0,m2,520.0,triệu,
,,Giấy chứng nhận quyền sở hữu đất,2,15,Đường Tây Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,68.0,m2,4.6,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,15,Đường Vũ Phạm Hàm,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,65.0,m2,3.99,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,7,Đường Nguyễn Xiển,Phường Hạ Đình,Quận Thanh Xuân,Hà Nội,115.0,m2,5.1,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,5,Phố Gia Quất,Phường Việt Hưng,Quận Long Biên,Hà Nội,65.0,m2,3.15,tỷ,
,,,6,30,Đường Mễ Trì,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,500.0,m2,47.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,6,Phố Hai Bà Trưng,Phường Trần Hưng Đạo,Quận Hoàn Kiếm,Hà Nội,75.0,m2,6.99,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,21,Đường Minh Khai,Phường Minh Khai,Quận Hai Bà Trưng,Hà Nội,250.0,m2,15.0,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,10,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,80.0,m2,4.3,tỷ,
,,,2,15,Phố Mai Hắc Đế,Phường Lê Đại Hành,Quận Hai Bà Trưng,Hà Nội,124.0,m2,17.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,5,10,Đường Hoàng Đạo Thúy,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,165.0,m2,8.2,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,2,Đường Lê Đức Thọ,Phường Mai Dịch,Quận Cầu Giấy,Hà Nội,105.0,m2,5.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,10,Đường Trần Phú,Phường Mộ Lao,Quận Hà Đông,Hà Nội,75.0,m2,3.9,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,15,Đường Đội Nhân,Phường Vĩnh Phúc,Quận Ba Đình,Hà Nội,120.0,m2,6.15,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,10,Phố Yên Ninh,Phường Trúc Bạch,Quận Ba Đình,Hà Nội,115.0,m2,8.6,tỷ,
,,,2,6,Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,62.0,m2,3.55,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,4,15,Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,150.0,m2,9.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,15,Phố Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,92.0,m2,6.3,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,15,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,95.0,m2,5.25,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,8,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội,65.0,m2,6.2,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,2,Phố Hai Bà Trưng,Phường Tràng Tiền,Quận Hoàn Kiếm,Hà Nội,52.0,m2,4.4,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,10,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,Hà Nội,142.0,m2,9.1,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,21,Phố Trung Kính,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,120.0,m2,7.99,tỷ,
,,,2,8,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,58.0,m2,2.9,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,5,Phố Trần Thái Tông,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,102.0,m2,6.75,tỷ,
,,,2,20,Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,82.0,m2,5.2,tỷ,
,,,3,5,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ,Hà Nội,148.0,m2,8.65,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Phố Minh Tảo,Phường Xuân Tảo,Quận Bắc Từ Liêm,Hà Nội,79.0,m2,5.5,tỷ,
,,Giấy tờ hợp lệ,2,1,Đường Cổ Nhuế,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,Hà Nội,66.0,m2,2.2,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,15,Đường Yên Hòa,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,70.0,m2,4.35,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,1,1,Phố Lý Thường Kiệt,Phường Hàng Bài,Quận Hoàn Kiếm,Hà Nội,58.0,m2,11.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,117.0,m2,8.0,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,4,1,Đường Phạm Văn Đồng,Phường Đông Ngạc,Quận Bắc Từ Liêm,Hà Nội,111.0,m2,6.3,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,15,Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,130.0,m2,7.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,8,Đường Nguyễn Chánh,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,68.0,m2,5.2,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,10,Đường Nguyễn Xiển,Phường Đại Kim,Quận Hoàng Mai,Hà Nội,70.0,m2,2.9,tỷ,
,,,3,10,Đường Nguyễn Trãi,Phường Văn Quán,Quận Hà Đông,Hà Nội,120.0,m2,5.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,4,20,Đường Nguyễn Trãi,Phường Thanh Xuân Nam,Quận Thanh Xuân,Hà Nội,136.0,m2,10.95,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,7,Đường Cầu Diễn,Phường Phúc Diễn,Quận Bắc Từ Liêm,Hà Nội,140.0,m2,8.15,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,121.0,m2,8.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Đường Nguyễn Hoàng,Phường Mỹ Đình 2,Quận Nam Từ Liêm,Hà Nội,73.0,m2,4.68,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,7,Đường Lĩnh Nam,Phường Lĩnh Nam,Quận Hoàng Mai,Hà Nội,112.0,m2,4.2,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,23,Đường Tứ Hiệp,Xã Tứ Hiệp,Huyện Thanh Trì,Hà Nội,81.0,m2,3.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,24,Đường Trần Thủ Độ,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,82.0,m2,4.7,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,11,Đường Lĩnh Nam,Phường Mai Động,Quận Hoàng Mai,Hà Nội,80.0,m2,4.95,tỷ,
,,,3,15,,Phường Phú La,Quận Hà Đông,Hà Nội,110.0,m2,4.0,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình,Hà Nội,160.0,m2,8.4,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,2,Phố Thành Công,Phường Thành Công,Quận Ba Đình,Hà Nội,88.0,m2,4.3,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Khu tập thể Thành Công,Phường Thành Công,Quận Ba Đình,Hà Nội,100.0,m2,4.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình,Hà Nội,70.0,m2,3.88,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Khuất Duy Tiến,Phường Thanh Xuân Bắc,Quận Thanh Xuân,Hà Nội,80.0,m2,2.98,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình,Hà Nội,150.0,m2,10.3,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Phố Trần Quốc Hoàn,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội,70.0,m2,3.15,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Khuất Duy Tiến,Phường Thanh Xuân Bắc,Quận Thanh Xuân,Hà Nội,75.0,m2,3.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,4,1,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình,Hà Nội,155.0,m2,10.29,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Phố Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,Hà Nội,97.0,m2,3.65,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Đặng Thai Mai,Phường Quảng An,Quận Tây Hồ,Hà Nội,128.0,m2,9.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Đường Võ Chí Công,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,61.0,m2,4.98,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Phố Huỳnh Văn Nghệ,Phường Sài Đồng,Quận Long Biên,Hà Nội,67.0,m2,3.65,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,117.0,m2,7.3,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Đường Bưởi,Phường Vĩnh Phúc,Quận Ba Đình,Hà Nội,71.0,m2,4.3,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Phố Nguyễn Lương Bằng,Phường Quang Trung,Quận Đống Đa,Hà Nội,93.0,m2,6.4,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,Hà Nội,221.0,m2,26.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Đội Nhân,Phường Vĩnh Phúc,Quận Ba Đình,Hà Nội,111.0,m2,6.0,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Đường Cổ Nhuế,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,Hà Nội,67.0,m2,2.2,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Hà Nội,74.0,m2,4.1,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,1,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,Hà Nội,113.0,m2,8.2,tỷ,
,,,3,,Đường Phùng Hưng,Phường Phúc La,Quận Hà Đông,Hà Nội,81.0,m2,3.9,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,,Đường số 2 Gamuda Garden,Phường Trần Phú,Quận Hoàng Mai,Hà Nội,86.0,m2,5.35,tỷ,
,Đông,Giấy chứng nhận quyền sở hữu đất,3,,Đường Nguyễn Duy Trinh,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,83.0,m2,4.68,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,9,Đường Bằng Liệt,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,77.0,m2,4.35,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,9,Đường Bằng Liệt,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,77.0,m2,4.35,tỷ,
,,Giấy tờ hợp lệ,2,6,Đường Hoàng Mai,Phường Hoàng Văn Thụ,Quận Hoàng Mai,Hà Nội,77.0,m2,4.68,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,2,Đường Trần Đại Nghĩa,Phường Tương Mai,Quận Hoàng Mai,Hà Nội,41.0,m2,3.48,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,8,Phố Minh Tảo,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Hà Nội,83.0,m2,4.95,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Đường Nguyễn Duy Trinh,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,77.0,m2,3.2,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,2,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân,Hà Nội,55.0,m2,2.4,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,2,Phố Chùa Bộc,Phường Kim Liên,Quận Đống Đa,Hà Nội,80.0,m2,4.25,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,5,Phố Phạm Ngọc Thạch,Phường Trung Tự,Quận Đống Đa,Hà Nội,80.0,m2,3.46,tỷ,
,,,2,5,Đường Quỳnh Lôi,Phường Quỳnh Lôi,Quận Hai Bà Trưng,Hà Nội,75.0,m2,3.39,tỷ,
,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2,9,Đường Giải Phóng,Phường Giáp Bát,Quận Hoàng Mai,Hà Nội,68.0,m2,4.2,tỷ,
,,,2,33,Đường Trường Sa,Xã Đông Hội,Huyện Đông Anh,Hà Nội,68.0,m2,2.8,tỷ,
,,,2,,Đường Trường Sa,Xã Đông Hội,Huyện Đông Anh,Hà Nội,65.0,m2,2.8,tỷ,
,,,4,32,Đường Trường Sa,Xã Đông Hội,Huyện Đông Anh,Hà Nội,68.0,m2,3.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Đường Nguyễn Cảnh Dị,Phường Đại Kim,Quận Hoàng Mai,Hà Nội,65.0,m2,3.39,tỷ,
,,,3,1,Đường  Hồ Đền Lừ,Phường Hoàng Văn Thụ,Quận Hoàng Mai,Hà Nội,75.0,m2,3.68,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,16,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội,95.0,m2,5.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,22,Đường Quang Trung,Phường La Khê,Quận Hà Đông,Hà Nội,92.0,m2,3.3,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,20,Phố Xa La,Phường Phúc La,Quận Hà Đông,Hà Nội,84.0,m2,2.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,4,10,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,146.0,m2,5.8,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,6,Phố Lò Đúc,Phường Phạm Đình Hổ,Quận Hai Bà Trưng,Hà Nội,185.0,m2,14.0,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,3,3,Phố Hàng Bồ,Phường Đồng Xuân,Quận Hoàn Kiếm,Hà Nội,110.0,m2,7.5,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,2,1,Đường Nguyễn Chánh,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,66.0,m2,4.35,tỷ,
,,Giấy chứng nhận quyền sở hữu đất,1,3,Đường Văn Chương,Phường Hàng Bột,Quận Đống Đa,Hà Nội,55.0,m2,2.2,tỷ,
